attendance,study_hours,quiz_score,assignment_score,midterm_score,sleep_hours,lms_login_count,participation,parent_education,internet_access,family_income,extracurricular,engagement_score,discipline_score,wellness_score,consistency_score,study_efficiency,attendance_band,high_engagement,target
45.4,4.46,60.21,64.97,19.1,4.71,11,85.94,Master,Yes,Low,No,53.875,63.066,47.1,48.093333333333334,11.027472527472527,Poor,0,C
76.01,3.45,99.32,67.43,69.14,7.53,10,63.34,High School,Yes,High,No,57.438500000000005,80.186,75.3,78.63,22.3191011235955,Good,0,B
97.74,4.18,84.57,65.61,100.0,8.26,25,55.76,High School,Yes,Low,Yes,85.649,73.19399999999999,82.6,83.39333333333333,16.326254826254825,Excellent,1,A
82.35,2.95,100.0,78.52,53.19,7.24,2,59.95,Bachelor,Yes,Low,No,46.809999999999995,87.112,72.4,77.23666666666666,25.31645569620253,Good,0,B
78.32,3.3,62.75,63.65,73.94,7.41,28,83.93,High School,Yes,Medium,No,90.3945,63.29,74.1,66.78,14.593023255813954,Good,1,B
86.6,4.41,32.29,59.44,55.32,4.0,42,15.15,Bachelor,Yes,Medium,Yes,97.0975,48.58,40.0,49.01666666666666,5.968576709796673,Excellent,1,C
65.88,1.81,25.18,59.97,65.97,7.61,43,65.2,High School,Yes,Medium,No,103.858,46.054,76.10000000000001,50.373333333333335,8.96085409252669,Average,1,C
97.16,1.72,41.06,48.59,48.8,8.62,5,46.87,Bachelor,Yes,Medium,Yes,53.223499999999994,45.578,86.19999999999999,46.15,15.09558823529412,Excellent,0,C
76.45,0.5,74.92,68.54,44.5,7.16,30,71.74,High School,Yes,Medium,Yes,89.6925,71.09200000000001,71.6,62.653333333333336,49.946666666666665,Good,1,C
53.5,3.75,79.68,65.27,59.77,8.92,37,57.46,Bachelor,Yes,High,No,88.59,71.034,89.2,68.24,16.774736842105266,Average,1,B
66.07,4.27,79.14,71.12,45.31,8.32,3,67.91,Bachelor,Yes,Medium,No,44.602,74.328,83.2,65.19,15.01707779886148,Average,0,C
83.54,1.74,100.0,58.5,63.68,5.43,20,29.71,Bachelor,Yes,Low,Yes,66.6665,75.1,54.3,74.06,36.4963503649635,Good,0,C
73.65,1.2,42.51,68.35,34.09,6.95,30,49.48,Bachelor,Yes,Low,No,83.14750000000001,58.013999999999996,69.5,48.31666666666666,19.32272727272727,Good,1,D
72.1,3.36,62.56,62.15,69.93,6.12,25,26.07,Master,Yes,Low,Yes,69.2525,62.314,61.2,64.88000000000001,14.348623853211011,Good,0,B
81.04,4.67,82.74,63.75,30.24,6.85,25,63.62,High School,Yes,Medium,Yes,81.769,71.346,68.5,58.910000000000004,14.592592592592592,Good,1,B
83.38,0.5,65.29,64.03,57.6,6.61,31,60.28,PhD,Yes,Medium,No,90.753,64.534,66.10000000000001,62.306666666666665,43.52666666666667,Good,1,D
59.54,2.66,40.97,69.39,43.64,8.33,3,35.49,High School,Yes,High,Yes,34.2115,58.022000000000006,83.3,51.333333333333336,11.193989071038251,Average,0,D
96.35,5.51,79.85,52.29,65.14,7.2,15,57.74,Bachelor,Yes,Medium,No,70.6575,63.31399999999999,72.0,65.75999999999999,12.265745007680492,Excellent,0,B
76.03,2.1,60.65,68.44,46.3,4.47,28,42.3,High School,Yes,Medium,No,79.18549999999999,65.324,44.699999999999996,58.46333333333333,19.564516129032256,Good,0,C
84.3,2.45,60.54,52.89,59.61,7.57,19,54.45,Bachelor,Yes,Medium,No,71.61749999999999,55.95,75.7,57.68000000000001,17.54782608695652,Good,0,C
79.46,4.78,54.89,75.59,37.58,8.78,29,72.48,Bachelor,Yes,High,Yes,89.431,67.31,87.8,56.02,9.496539792387543,Good,1,B
71.85,3.19,52.12,93.45,38.05,6.1,8,74.79,High School,Yes,Medium,No,55.845,76.918,61.0,61.20666666666667,12.439140811455848,Good,0,C
91.67,4.25,78.27,100.0,82.55,6.72,10,46.94,High School,No,Medium,Yes,58.8195,91.30799999999999,67.2,86.94,14.908571428571427,Excellent,0,B
79.22,5.01,87.15,76.42,53.96,5.66,19,45.85,Bachelor,Yes,Medium,Yes,67.6895,80.712,56.6,72.51,14.50083194675541,Good,0,A
79.1,6.18,100.0,72.49,38.77,8.99,36,54.41,Master,Yes,Medium,Yes,95.2875,83.494,89.9,70.42,13.92757660167131,Good,1,A
40.67,5.52,54.8,66.97,56.16,8.12,3,35.38,Master,Yes,Medium,Yes,27.5795,62.102,81.19999999999999,59.31,8.404907975460123,Poor,0,C
90.3,6.85,71.33,89.44,34.11,7.87,10,36.83,Bachelor,Yes,Medium,Yes,55.8125,82.196,78.7,64.96,9.086624203821657,Excellent,0,B
75.44,7.03,81.81,53.0,42.05,6.43,27,56.32,Bachelor,Yes,Low,Yes,80.984,64.524,64.3,58.95333333333334,10.188044831880447,Good,1,A
89.32,4.62,92.42,52.3,61.34,6.7,33,59.46,High School,Yes,Low,Yes,95.627,68.348,67.0,68.68666666666667,16.444839857651246,Excellent,1,B
100.0,3.76,48.61,69.7,49.62,8.26,29,66.46,Bachelor,Yes,High,Yes,95.115,61.264,82.6,55.97666666666667,10.21218487394958,Excellent,1,B
90.35,3.08,61.73,55.21,73.72,8.21,27,65.09,Bachelor,Yes,Low,Yes,88.395,57.818,82.10000000000001,63.553333333333335,15.129901960784313,Excellent,1,B
78.81,2.25,64.78,74.29,85.57,8.27,16,75.77,Bachelor,Yes,High,No,70.526,70.486,82.69999999999999,74.88,19.932307692307692,Good,0,B
73.7,0.5,52.62,71.79,66.43,8.63,11,59.6,High School,Yes,Low,Yes,57.195,64.12200000000001,86.30000000000001,63.61333333333334,35.08,Good,0,C
100.0,2.59,55.53,84.93,67.33,8.92,13,10.94,High School,Yes,Low,No,57.235,73.17000000000002,89.2,69.26333333333334,15.467966573816158,Excellent,0,C
85.25,5.59,44.52,58.19,43.96,7.0,3,68.51,Bachelor,Yes,Low,No,51.465,52.721999999999994,70.0,48.89000000000001,6.7556904400606985,Excellent,0,B
81.14,2.08,86.37,39.97,54.79,4.1,15,37.15,Bachelor,Yes,High,Yes,60.186499999999995,58.53,41.0,60.376666666666665,28.042207792207794,Good,0,C
75.26,6.04,60.54,55.31,48.91,7.52,32,52.24,Master,Yes,Medium,No,87.40100000000001,57.402,75.19999999999999,54.919999999999995,8.599431818181818,Good,1,B
64.55,3.45,54.77,69.99,62.11,7.49,19,100.0,Bachelor,No,Medium,Yes,76.0925,63.901999999999994,74.9,62.29,12.307865168539326,Average,0,C
48.74,5.49,46.71,73.52,57.11,6.9,39,59.31,Bachelor,Yes,Medium,No,90.3865,62.79599999999999,69.0,59.11333333333332,7.197226502311248,Poor,1,B
100.0,5.41,71.0,80.3,41.1,5.25,42,76.38,Bachelor,Yes,Medium,Yes,117.095,76.58,52.5,64.13333333333334,11.076443057722308,Excellent,1,A
66.31,2.33,96.03,44.42,41.35,6.3,8,44.7,High School,Yes,Low,No,46.3835,65.06400000000001,63.0,60.599999999999994,28.83783783783784,Average,0,C
75.15,6.67,62.29,75.51,54.84,7.29,40,59.28,Master,Yes,Medium,Yes,101.1225,70.22200000000001,72.9,64.21333333333334,8.121251629726206,Good,1,A
76.41,6.91,67.66,66.17,65.82,8.73,6,87.67,Bachelor,Yes,Medium,No,57.661,66.76599999999999,87.30000000000001,66.55,8.553729456384323,Good,0,A
99.5,4.54,71.89,83.37,93.12,9.06,17,61.34,Master,No,Medium,No,75.66,78.77799999999999,90.60000000000001,82.79333333333334,12.97653429602888,Excellent,0,A
66.51,0.5,64.92,52.77,37.07,5.95,20,85.83,High School,Yes,Low,No,74.736,57.63,59.5,51.586666666666666,43.28,Average,0,D
81.86,1.98,35.69,68.5,55.84,6.34,27,78.3,High School,Yes,Medium,Yes,88.726,55.376000000000005,63.4,53.343333333333334,11.976510067114093,Good,1,C
85.68,0.74,61.22,68.77,61.72,8.17,30,69.6,Master,Yes,Medium,No,92.388,65.75,81.7,63.903333333333336,35.18390804597701,Excellent,1,D
57.23,3.23,56.04,40.39,46.8,8.4,36,83.81,High School,Yes,Low,No,94.983,46.65,84.0,47.74333333333334,13.248226950354608,Average,1,C
55.82,2.35,76.44,87.44,45.95,6.18,19,75.52,High School,Yes,High,No,66.917,83.03999999999999,61.8,69.94333333333333,22.817910447761193,Average,0,C
67.27,4.3,72.76,66.87,75.16,6.07,16,71.91,Bachelor,Yes,Medium,Yes,65.52199999999999,69.226,60.7,71.59666666666666,13.728301886792455,Average,0,B
81.66,1.26,62.43,66.72,71.81,7.59,27,52.09,High School,Yes,Low,Yes,82.1035,65.00399999999999,75.9,66.98666666666666,27.623893805309738,Good,1,C
79.75,0.5,72.92,20.51,37.88,7.58,27,54.12,Bachelor,Yes,Medium,No,81.9425,41.474000000000004,75.8,43.77,48.61333333333334,Good,1,D
76.21,5.25,64.0,79.6,60.63,9.42,7,70.22,High School,Yes,Medium,No,54.7285,73.36,94.2,68.07666666666667,10.24,Good,0,B
87.79,5.39,45.9,52.56,53.42,7.36,12,50.07,Bachelor,Yes,High,Yes,61.244,49.896,73.60000000000001,50.626666666666665,7.183098591549296,Excellent,0,B
65.15,0.5,54.24,59.26,74.74,7.95,9,47.2,High School,Yes,Medium,Yes,48.102500000000006,57.251999999999995,79.5,62.74666666666667,36.160000000000004,Average,0,D
75.44,2.53,70.36,52.2,63.05,8.59,19,81.39,High School,Yes,Medium,Yes,75.2515,59.464,85.9,61.870000000000005,19.93201133144476,Good,0,C
76.3,2.77,53.38,80.71,51.72,6.51,6,15.95,Master,Yes,Medium,Yes,39.692499999999995,69.77799999999999,65.1,61.93666666666667,14.159151193633953,Good,0,C
65.55,2.42,90.2,69.29,11.89,6.9,19,93.97,Bachelor,Yes,Low,Yes,74.935,77.65400000000001,69.0,57.126666666666665,26.374269005847953,Average,0,C
100.0,5.81,57.57,85.52,62.19,5.37,12,83.46,Bachelor,Yes,Medium,No,73.865,74.34,53.7,68.42666666666666,8.45374449339207,Excellent,0,B
45.59,3.77,46.46,47.16,79.32,6.63,17,58.98,High School,Yes,Low,Yes,56.201499999999996,46.879999999999995,66.3,57.64666666666667,9.740041928721174,Poor,0,B
96.61,0.5,97.26,68.38,77.79,6.94,37,68.24,High School,Yes,Low,Yes,106.37349999999999,79.932,69.4,81.14333333333333,64.84,Excellent,1,B
90.0,4.79,72.05,67.55,100.0,7.21,32,67.67,High School,Yes,Low,Yes,96.41749999999999,69.35,72.1,79.86666666666666,12.443868739205525,Excellent,1,A
90.12,3.73,97.55,92.69,37.27,7.01,35,17.21,High School,Yes,Low,No,88.3445,94.634,70.1,75.83666666666667,20.623678646934458,Excellent,1,B
79.44,3.62,72.38,72.61,63.36,6.5,38,61.11,High School,Yes,Low,No,100.0815,72.518,65.0,69.45,15.666666666666666,Good,1,B
98.0,4.69,52.92,30.28,19.4,5.05,17,59.08,High School,Yes,Low,Yes,74.57,39.336,50.5,34.199999999999996,9.300527240773286,Excellent,0,C
71.27,0.5,64.39,59.11,66.58,7.05,39,98.08,Master,Yes,Low,No,107.9645,61.222,70.5,63.35999999999999,42.92666666666667,Good,1,D
83.89,3.46,56.69,51.62,63.19,5.99,23,72.5,Master,Yes,Low,Yes,81.9865,53.647999999999996,59.900000000000006,57.166666666666664,12.710762331838565,Good,1,B
79.1,4.42,86.48,100.0,78.18,6.67,21,73.31,High School,Yes,Low,Yes,77.51249999999999,94.59200000000001,66.7,88.22000000000001,15.955719557195573,Good,0,B
74.52,2.45,68.27,68.8,69.24,7.39,28,86.46,Bachelor,Yes,Medium,Yes,89.697,68.588,73.89999999999999,68.77,19.788405797101447,Good,1,B
79.83,2.68,100.0,76.69,72.46,6.42,22,100.0,High School,Yes,Medium,No,85.9405,86.014,64.2,83.05,27.173913043478258,Good,1,B
63.77,2.69,69.79,100.0,69.8,5.52,31,65.39,Bachelor,Yes,Low,No,85.167,87.916,55.199999999999996,79.86333333333334,18.91327913279133,Average,1,B
68.04,5.09,100.0,87.59,37.53,7.12,16,80.58,High School,No,High,No,67.959,92.554,71.2,75.04,16.420361247947454,Average,0,B
100.0,1.53,57.47,74.53,91.63,7.76,2,40.97,Master,Yes,Low,No,48.2425,67.70599999999999,77.6,74.54333333333334,22.715415019762844,Excellent,0,C
100.0,3.13,48.87,73.33,54.05,6.49,28,99.35,Bachelor,No,Low,Yes,101.8375,63.546,64.9,58.75,11.832929782082324,Excellent,1,C
85.8,2.62,72.98,74.1,71.53,6.44,21,58.79,Master,Yes,Medium,Yes,76.22749999999999,73.652,64.4,72.86999999999999,20.16022099447514,Excellent,0,C
90.5,6.08,56.79,78.43,77.64,6.89,30,86.89,Bachelor,Yes,Medium,Yes,98.3975,69.774,68.89999999999999,70.95333333333333,8.021186440677965,Excellent,1,A
81.78,3.72,88.41,35.78,100.0,6.73,7,61.43,Bachelor,Yes,High,No,54.4805,56.831999999999994,67.30000000000001,74.73,18.730932203389827,Good,0,B
84.83,3.46,75.22,69.45,34.04,8.98,43,49.58,Bachelor,Yes,Medium,No,106.5855,71.75800000000001,89.80000000000001,59.57,16.865470852017935,Good,1,B
86.16,0.5,50.55,79.82,68.17,5.17,15,35.95,High School,Yes,Low,Yes,61.643499999999996,68.112,51.7,66.18,33.699999999999996,Excellent,0,D
93.53,1.05,66.91,47.14,58.63,6.88,7,54.37,High School,Yes,Medium,Yes,56.828,55.048,68.8,57.56,32.639024390243904,Excellent,0,D
100.0,4.8,96.47,44.46,60.32,6.22,7,54.94,Bachelor,Yes,Medium,No,59.235,65.264,62.199999999999996,67.08333333333333,16.632758620689657,Excellent,0,B
64.73,3.15,83.3,62.97,66.19,5.61,41,52.95,Bachelor,Yes,Medium,Yes,97.393,71.102,56.1,70.82,20.072289156626503,Average,1,B
100.0,4.59,40.1,87.77,46.91,6.32,11,66.54,Master,Yes,Medium,Yes,68.135,68.702,63.2,58.26,7.173524150268337,Excellent,0,B
80.07,4.95,96.77,82.12,100.0,6.12,37,75.99,Master,Yes,Low,No,102.52199999999999,87.97999999999999,61.2,92.96333333333332,16.263865546218486,Good,1,A
80.08,5.64,85.45,65.52,76.8,4.5,20,62.4,Master,Yes,High,Yes,73.628,73.49199999999999,45.0,75.92333333333333,12.868975903614459,Good,0,A
71.81,1.46,75.84,56.28,76.57,6.97,16,84.39,Bachelor,Yes,Medium,No,70.231,64.104,69.7,69.56333333333333,30.82926829268293,Good,0,C
71.86,6.65,91.08,86.42,65.26,9.52,38,56.43,Bachelor,No,Low,Yes,96.2585,88.28399999999999,95.19999999999999,80.92,11.905882352941175,Good,1,A
87.25,4.11,70.38,67.55,34.86,6.64,36,57.26,High School,Yes,Medium,Yes,98.85249999999999,68.68199999999999,66.39999999999999,57.59666666666667,13.77299412915851,Excellent,1,B
87.56,4.29,54.45,44.45,25.35,5.49,16,30.09,Master,Yes,Low,No,62.168499999999995,48.45,54.900000000000006,41.416666666666664,10.293005671077506,Excellent,0,C
86.48,0.5,92.78,61.0,75.86,6.94,42,62.96,PhD,Yes,High,No,109.00800000000001,73.712,69.4,76.54666666666667,61.85333333333333,Excellent,1,C
71.18,4.62,44.42,56.85,73.8,5.3,29,8.36,Bachelor,Yes,Low,No,70.503,51.878,53.0,58.35666666666666,7.903914590747331,Good,0,C
37.48,1.99,51.84,64.78,37.15,8.76,15,62.2,Bachelor,No,Low,Yes,51.168,59.604000000000006,87.6,51.25666666666667,17.337792642140467,Poor,0,D
51.07,3.72,100.0,76.94,100.0,6.53,37,72.69,Master,Yes,Medium,Yes,91.547,86.16399999999999,65.3,92.31333333333333,21.1864406779661,Average,1,A
78.2,6.84,50.69,60.16,73.4,7.14,30,54.97,High School,Yes,High,Yes,86.1125,56.372,71.39999999999999,61.416666666666664,6.465561224489796,Good,1,A
83.04,4.2,73.63,66.17,56.26,6.76,26,77.24,Bachelor,Yes,Medium,Yes,87.374,69.154,67.6,65.35333333333334,14.159615384615384,Good,1,B
71.7,3.88,70.95,75.03,57.77,5.74,15,24.22,Bachelor,Yes,Medium,Yes,53.65,73.398,57.400000000000006,67.91666666666667,14.53893442622951,Good,0,C
67.61,4.23,41.55,98.06,49.96,8.48,16,50.12,Master,Yes,Medium,No,60.1935,75.456,84.80000000000001,63.190000000000005,7.94455066921606,Average,0,B
82.45,2.16,57.02,72.75,42.45,8.52,43,83.12,Bachelor,Yes,Medium,No,114.1375,66.458,85.19999999999999,57.40666666666667,18.044303797468356,Good,1,C
76.39,0.7,42.09,73.81,36.71,7.61,44,85.61,High School,Yes,Medium,No,114.139,61.122,76.10000000000001,50.870000000000005,24.758823529411767,Good,1,C
70.85,4.61,67.99,70.31,78.39,8.01,41,81.88,Bachelor,Yes,Medium,Yes,106.7675,69.382,80.1,72.23,12.119429590017823,Good,1,A
53.77,3.71,53.85,73.68,57.68,6.14,30,61.59,High School,No,Medium,Yes,79.217,65.748,61.4,61.73666666666667,11.433121019108281,Average,0,C
65.34,5.84,82.01,64.79,71.31,7.94,26,41.46,Master,Yes,Low,No,72.23400000000001,71.678,79.4,72.70333333333333,11.989766081871347,Average,0,A
91.99,1.86,100.0,83.44,59.26,7.86,35,56.29,High School,Yes,Low,No,98.76899999999999,90.064,78.60000000000001,80.89999999999999,34.96503496503496,Excellent,1,B
63.56,1.19,58.77,61.58,50.71,6.99,7,95.43,High School,Yes,Medium,No,56.6035,60.456,69.9,57.02,26.835616438356166,Average,0,D
87.95,4.78,81.25,61.88,81.34,8.45,19,42.26,Bachelor,Yes,Low,No,69.8475,69.628,84.5,74.82333333333334,14.057093425605535,Excellent,0,B
98.8,2.32,0.0,39.88,88.29,4.27,23,57.09,High School,Yes,Medium,No,83.35249999999999,23.928,42.699999999999996,42.723333333333336,0.0,Excellent,1,D
66.13,0.71,76.15,51.21,68.76,6.56,4,55.26,Master,Yes,High,Yes,42.960499999999996,61.18600000000001,65.6,65.37333333333333,44.53216374269006,Average,0,D
71.33,2.45,87.67,57.9,87.26,6.31,32,53.65,Bachelor,Yes,Medium,No,86.378,69.80799999999999,63.099999999999994,77.61,25.41159420289855,Good,1,B
92.81,1.62,58.41,75.05,65.81,6.59,29,34.44,Master,Yes,Medium,Yes,84.5935,68.39399999999999,65.9,66.42333333333333,22.29389312977099,Excellent,1,C
96.49,0.74,29.47,78.15,51.33,6.95,7,31.41,High School,Yes,Medium,Yes,52.123999999999995,58.678,69.5,52.98333333333333,16.936781609195403,Excellent,0,D
68.33,4.27,75.71,38.53,51.56,7.64,43,60.84,High School,Yes,Medium,No,103.6255,53.402,76.39999999999999,55.26666666666667,14.366223908918405,Average,1,B
53.68,4.53,71.68,57.13,100.0,6.59,39,68.95,Master,Yes,Low,No,94.5255,62.95,65.9,76.27,12.962025316455696,Average,1,A
96.82,2.94,77.47,71.78,61.49,7.15,11,40.67,Bachelor,Yes,Medium,No,60.55449999999999,74.056,71.5,70.24666666666667,19.66243654822335,Excellent,0,B
86.76,6.82,68.35,82.38,62.49,8.53,32,73.66,Master,Yes,Medium,No,96.781,76.768,85.3,71.07333333333334,8.740409207161123,Excellent,1,A
84.01,3.05,70.09,54.89,100.0,6.7,8,38.99,PhD,Yes,Medium,Yes,51.151,60.97,67.0,74.99333333333334,17.306172839506175,Good,0,C
91.73,4.65,43.3,29.22,43.15,7.05,44,56.96,Bachelor,Yes,Medium,No,112.3455,34.852000000000004,70.5,38.556666666666665,7.663716814159291,Excellent,1,B
60.22,0.73,78.47,91.84,65.24,7.55,12,38.26,Master,Yes,Low,No,48.641999999999996,86.492,75.5,78.51666666666667,45.358381502890175,Average,0,C
83.87,1.43,95.83,49.83,42.7,7.07,7,37.68,Master,Yes,Low,No,49.274499999999996,68.22999999999999,70.7,62.78666666666667,39.43621399176955,Good,0,D
73.72,5.43,44.19,27.04,37.87,6.49,17,20.5,High School,Yes,High,Yes,56.427,33.9,64.9,36.36666666666667,6.872472783825817,Good,0,B
87.04,5.63,63.54,51.41,53.52,7.94,44,79.97,High School,Yes,High,Yes,116.4565,56.262,79.4,56.156666666666666,9.583710407239819,Excellent,1,A
89.99,3.11,51.88,80.37,71.31,8.56,41,37.86,Master,Yes,Medium,Yes,102.4615,68.974,85.60000000000001,67.85333333333334,12.622871046228713,Excellent,1,B
92.65,4.61,55.9,55.07,52.14,8.55,10,73.4,Bachelor,Yes,Low,Yes,65.7775,55.402,85.5,54.370000000000005,9.96434937611408,Excellent,0,B
86.98,4.07,69.2,73.75,79.9,7.68,42,45.12,Master,Yes,Low,No,104.723,71.93,76.8,74.28333333333333,13.648915187376726,Excellent,1,B
81.76,4.5,70.29,85.37,38.73,5.52,14,68.15,PhD,Yes,Low,No,66.65350000000001,79.33800000000001,55.199999999999996,64.79666666666667,12.780000000000001,Good,0,C
82.26,1.69,57.74,46.09,67.49,6.61,25,61.41,Master,Yes,Low,No,81.6435,50.75,66.10000000000001,57.10666666666666,21.46468401486989,Good,1,C
83.5,8.13,91.42,66.52,5.53,9.32,9,55.81,Bachelor,Yes,Low,Yes,56.677499999999995,76.48,93.2,54.49,10.013143483023,Good,0,A
68.64,9.37,80.13,71.52,79.35,5.7,25,57.58,Master,Yes,High,No,75.919,74.964,57.0,76.99999999999999,7.727097396335584,Average,0,A
72.44,2.39,75.91,63.86,62.65,7.86,26,61.66,Master,Yes,Medium,No,79.769,68.67999999999999,78.60000000000001,67.47333333333333,22.392330383480825,Good,0,C
84.04,3.26,98.52,37.37,50.97,5.99,15,71.89,High School,Yes,Medium,No,69.8865,61.83,59.900000000000006,62.28666666666666,23.12676056338028,Good,0,C
87.76,4.92,63.66,58.1,71.92,5.78,26,66.87,High School,Yes,Medium,No,86.43350000000001,60.324,57.800000000000004,64.56,10.753378378378377,Excellent,1,B
68.24,5.22,55.62,61.67,92.6,9.21,43,49.35,Bachelor,No,Low,No,100.72149999999999,59.25,92.10000000000001,69.96333333333332,8.942122186495176,Average,1,B
61.85,2.59,77.18,44.12,76.49,8.0,35,34.96,High School,Yes,Medium,No,82.8875,57.344,80.0,65.93,21.498607242339837,Average,1,C
52.87,4.81,59.93,69.76,84.06,6.69,42,68.24,High School,Yes,Low,Yes,98.5645,65.828,66.9,71.25,10.314974182444063,Average,1,A
59.08,3.21,93.52,83.11,52.04,9.83,32,53.57,Master,Yes,High,Yes,82.0705,87.274,98.3,76.22333333333333,22.21377672209026,Average,1,A
69.91,1.44,62.56,62.83,54.73,6.27,15,61.13,Bachelor,Yes,Medium,No,62.251,62.722,62.699999999999996,60.04,25.639344262295083,Average,0,C
71.3,2.94,81.97,81.18,71.69,7.17,18,38.76,High School,Yes,Medium,No,61.644999999999996,81.49600000000001,71.7,78.28,20.804568527918782,Good,0,C
73.76,4.04,48.55,64.38,90.46,5.37,15,60.15,High School,Yes,Medium,Yes,63.3535,58.047999999999995,53.7,67.79666666666667,9.632936507936508,Good,0,B
59.92,4.25,49.26,60.35,88.2,8.44,19,61.39,Master,Yes,Medium,Yes,64.8195,55.914,84.39999999999999,65.93666666666667,9.382857142857143,Average,0,B
50.81,2.03,55.65,44.89,79.57,7.73,13,27.79,Bachelor,Yes,Low,No,44.231,49.194,77.30000000000001,60.03666666666666,18.366336633663366,Average,0,D
79.9,3.01,69.73,58.5,100.0,7.25,32,30.23,Master,Yes,Low,No,83.52250000000001,62.992000000000004,72.5,76.07666666666667,17.389027431421447,Good,1,B
79.9,5.01,83.21,63.76,74.32,7.24,38,66.58,High School,Yes,Low,Yes,101.61,71.53999999999999,72.4,73.76333333333334,13.845257903494176,Good,1,B
87.32,4.57,96.48,47.37,92.71,10.0,28,30.69,Bachelor,Yes,Low,Yes,80.2345,67.01400000000001,100.0,78.85333333333334,17.321364452423698,Excellent,1,A
90.23,3.48,59.89,86.44,68.54,7.9,11,62.75,Bachelor,Yes,Low,Yes,63.768,75.82,79.0,71.62333333333333,13.36830357142857,Excellent,0,C
83.89,3.37,65.62,62.81,56.31,8.01,11,89.16,Bachelor,No,Low,No,68.1515,63.934000000000005,80.1,61.580000000000005,15.016018306636155,Good,0,B
79.72,5.67,60.26,66.67,77.32,6.06,43,62.87,Master,Yes,Low,Yes,108.11949999999999,64.106,60.599999999999994,68.08333333333333,9.034482758620689,Good,1,A
91.14,5.63,64.26,69.23,51.45,5.66,44,37.48,Bachelor,No,Medium,No,107.269,67.242,56.6,61.64666666666667,9.692307692307693,Excellent,1,B
99.36,2.73,55.16,71.94,55.14,6.42,25,45.07,High School,Yes,Low,Yes,83.5435,65.228,64.2,60.74666666666667,14.788203753351205,Excellent,1,B
67.85,0.5,42.02,100.0,100.0,8.95,4,50.14,PhD,Yes,Medium,No,42.2825,76.808,89.5,80.67333333333333,28.013333333333335,Average,0,C
89.55,0.5,65.55,47.33,60.85,10.0,40,74.46,High School,Yes,Medium,No,109.9575,54.617999999999995,100.0,57.91,43.699999999999996,Excellent,1,C
68.64,0.85,57.45,77.6,39.8,4.31,4,54.8,Bachelor,Yes,Low,Yes,43.724,69.53999999999999,43.099999999999994,58.28333333333334,31.054054054054053,Average,0,D
81.29,3.28,78.98,90.0,67.13,7.72,42,53.29,High School,Yes,Medium,No,104.774,85.592,77.2,78.70333333333333,18.45327102803739,Good,1,B
94.04,4.56,54.03,74.6,86.27,9.96,40,45.23,High School,Yes,Medium,No,104.22149999999999,66.372,99.60000000000001,71.63333333333333,9.717625899280577,Excellent,1,A
73.89,4.81,53.05,55.9,51.88,9.47,31,65.0,Bachelor,Yes,Medium,No,88.6115,54.76,94.7,53.60999999999999,9.130808950086058,Good,1,B
63.72,1.87,68.89,48.94,69.57,6.29,44,96.67,PhD,Yes,Low,Yes,112.4695,56.92,62.9,62.46666666666666,24.00348432055749,Average,1,C
71.11,2.46,48.87,45.26,59.57,6.0,44,41.5,High School,Yes,Medium,Yes,101.2635,46.704,60.0,51.23333333333333,14.124277456647398,Good,1,C
63.7,3.29,74.21,60.8,78.63,6.06,28,20.78,High School,Yes,Low,Yes,69.49,66.16399999999999,60.599999999999994,71.21333333333332,17.298368298368295,Average,0,B
61.89,3.28,81.88,84.99,56.78,5.53,34,89.02,High School,Yes,High,No,94.9165,83.746,55.300000000000004,74.55,19.13084112149533,Average,1,B
96.1,2.62,54.75,65.12,94.77,4.41,9,47.14,Master,Yes,Medium,No,58.92,60.97200000000001,44.1,71.54666666666667,15.124309392265193,Excellent,0,C
